dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
TCGA-BRCA;UTP15;Basal-like;OS;0,82;0,82;0,95;0,95;0,1;189;Not Significative;1,00
TCGA-BRCA;UTP15;Basal-like;DFS;0,63;0,63;0,95;0,95;0,2;189;Not Significative;1,00
TCGA-BRCA;KAT8;All-tumours;OS;0,59;0,59;0,98;0,98;-0,1;1074;Not Significative;1,00
TCGA-BRCA;KAT8;All-tumours;DFS;0,78;0,78;0,98;0,98;0;1074;Not Significative;1,00
TCGA-BRCA;KAT8;Luminal-A;OS;0,51;0,51;0,98;0,98;-0,2;543;Not Significative;1,00
TCGA-BRCA;KAT8;Luminal-A;DFS;0,46;0,46;0,98;0,98;-0,2;543;Not Significative;1,00
TCGA-BRCA;KAT8;Luminal-B;OS;0,89;0,89;0,98;0,98;-0,1;201;Not Significative;1,00
TCGA-BRCA;KAT8;Luminal-B;DFS;0,98;0,98;0,98;0,98;0;201;Not Significative;1,00
TCGA-BRCA;KAT8;HER2-enriched;OS;0,43;0,44;0,98;0,98;-0,4;82;Not Significative;1,00
TCGA-BRCA;KAT8;HER2-enriched;DFS;0,81;0,81;0,98;0,98;-0,1;82;Not Significative;1,00
TCGA-BRCA;KAT8;Basal-like;OS;0,44;0,44;0,98;0,98;-0,3;189;Not Significative;1,00
TCGA-BRCA;KAT8;Basal-like;DFS;0,56;0,56;0,98;0,98;-0,2;189;Not Significative;1,00
TCGA-BRCA;CHD6;All-tumours;OS;0,3;0,3;0,41;0,41;-0,2;1074;Not Significative;1,00
TCGA-BRCA;CHD6;All-tumours;DFS;0,53;0,53;0,59;0,59;-0,1;1074;Not Significative;1,00
TCGA-BRCA;CHD6;Luminal-A;OS;0,01;0,01;0,05;0,05;-0,6;543;Significative;1,00
TCGA-BRCA;CHD6;Luminal-A;DFS;0,01;0,01;0,05;0,05;-0,6;543;Significative;1,00
TCGA-BRCA;CHD6;Luminal-B;OS;0,33;0,33;0,41;0,41;0,3;201;Not Significative;1,00
TCGA-BRCA;CHD6;Luminal-B;DFS;0,2;0,21;0,37;0,38;0,4;201;Not Significative;1,00
TCGA-BRCA;CHD6;HER2-enriched;OS;0,22;0,23;0,37;0,38;-0,6;82;Not Significative;1,00
TCGA-BRCA;CHD6;HER2-enriched;DFS;0,59;0,59;0,59;0,59;-0,2;82;Not Significative;1,00
TCGA-BRCA;CHD6;Basal-like;OS;0,19;0,2;0,37;0,38;0,5;189;Not Significative;1,00
TCGA-BRCA;CHD6;Basal-like;DFS;0,17;0,17;0,37;0,38;0,5;189;Not Significative;1,00
TCGA-BRCA;METTL25;All-tumours;OS;0,17;0,17;0,57;0,57;0,2;1074;Not Significative;1,00
TCGA-BRCA;METTL25;All-tumours;DFS;0,03;0,03;0,30;0,30;0,3;1074;Not Significative;1,00
TCGA-BRCA;METTL25;Luminal-A;OS;0,86;0,86;0,97;0,97;0;543;Not Significative;1,00
TCGA-BRCA;METTL25;Luminal-A;DFS;0,97;0,97;0,97;0,97;0;543;Not Significative;1,00
TCGA-BRCA;METTL25;Luminal-B;OS;0,3;0,31;0,75;0,77;0,4;201;Not Significative;1,00
TCGA-BRCA;METTL25;Luminal-B;DFS;0,14;0,15;0,57;0,57;0,5;201;Not Significative;1,00
TCGA-BRCA;METTL25;HER2-enriched;OS;0,83;0,83;0,97;0,97;-0,1;82;Not Significative;1,00
TCGA-BRCA;METTL25;HER2-enriched;DFS;0,44;0,44;0,88;0,88;0,4;82;Not Significative;1,00
TCGA-BRCA;METTL25;Basal-like;OS;0,69;0,69;0,97;0,97;0,1;189;Not Significative;1,00
TCGA-BRCA;METTL25;Basal-like;DFS;0,92;0,92;0,97;0,97;0;189;Not Significative;1,00
TCGA-BRCA;SETD3;All-tumours;OS;0,09;0,1;0,40;0,40;0,3;1074;Not Significative;1,00
TCGA-BRCA;SETD3;All-tumours;DFS;0,19;0,19;0,48;0,48;0,2;1074;Not Significative;1,00
TCGA-BRCA;SETD3;Luminal-A;OS;0,06;0,07;0,40;0,40;0,5;543;Not Significative;1,00
TCGA-BRCA;SETD3;Luminal-A;DFS;0,12;0,12;0,40;0,40;0,3;543;Not Significative;1,00
TCGA-BRCA;SETD3;Luminal-B;OS;0,78;0,78;0,78;0,78;0,1;201;Not Significative;1,00
TCGA-BRCA;SETD3;Luminal-B;DFS;0,5;0,5;0,71;0,71;0,2;201;Not Significative;1,00
TCGA-BRCA;SETD3;HER2-enriched;OS;0,78;0,78;0,78;0,78;0,1;82;Not Significative;1,00
TCGA-BRCA;SETD3;HER2-enriched;DFS;0,72;0,72;0,78;0,78;0,2;82;Not Significative;1,00
TCGA-BRCA;SETD3;Basal-like;OS;0,41;0,42;0,68;0,70;-0,3;189;Not Significative;1,00
TCGA-BRCA;SETD3;Basal-like;DFS;0,39;0,39;0,68;0,70;-0,3;189;Not Significative;1,00
TCGA-BRCA;WDR24;All-tumours;OS;0,59;0,59;0,91;0,91;0,1;1074;Not Significative;1,00
TCGA-BRCA;WDR24;All-tumours;DFS;0,91;0,91;0,91;0,91;0;1074;Not Significative;1,00
TCGA-BRCA;WDR24;Luminal-A;OS;0,4;0,4;0,91;0,91;0,2;543;Not Significative;1,00
TCGA-BRCA;WDR24;Luminal-A;DFS;0,85;0,85;0,91;0,91;0;543;Not Significative;1,00
TCGA-BRCA;WDR24;Luminal-B;OS;0,76;0,76;0,91;0,91;0,1;201;Not Significative;1,00
TCGA-BRCA;WDR24;Luminal-B;DFS;0,69;0,69;0,91;0,91;0,1;201;Not Significative;1,00
TCGA-BRCA;WDR24;HER2-enriched;OS;0,7;0,7;0,91;0,91;0,2;82;Not Significative;1,00
TCGA-BRCA;WDR24;HER2-enriched;DFS;0,88;0,88;0,91;0,91;0,1;82;Not Significative;1,00
TCGA-BRCA;WDR24;Basal-like;OS;0,19;0,2;0,91;0,91;-0,5;189;Not Significative;1,00
TCGA-BRCA;WDR24;Basal-like;DFS;0,45;0,45;0,91;0,91;-0,2;189;Not Significative;1,00
TCGA-BRCA;TRAF7;All-tumours;OS;0,96;0,96;0,99;0,99;0;1074;Not Significative;1,00
TCGA-BRCA;TRAF7;All-tumours;DFS;0,99;0,99;0,99;0,99;0;1074;Not Significative;1,00
TCGA-BRCA;TRAF7;Luminal-A;OS;0,89;0,89;0,99;0,99;0;543;Not Significative;1,00
TCGA-BRCA;TRAF7;Luminal-A;DFS;0,68;0,68;0,99;0,99;-0,1;543;Not Significative;1,00
TCGA-BRCA;TRAF7;Luminal-B;OS;0,51;0,51;0,99;0,99;0,2;201;Not Significative;1,00
TCGA-BRCA;TRAF7;Luminal-B;DFS;0,46;0,46;0,99;0,99;0,2;201;Not Significative;1,00
TCGA-BRCA;TRAF7;HER2-enriched;OS;0,76;0,76;0,99;0,99;0,2;82;Not Significative;1,00
TCGA-BRCA;TRAF7;HER2-enriched;DFS;0,82;0,82;0,99;0,99;0,1;82;Not Significative;1,00
TCGA-BRCA;TRAF7;Basal-like;OS;0,93;0,94;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;TRAF7;Basal-like;DFS;0,82;0,82;0,99;0,99;0,1;189;Not Significative;1,00
TCGA-BRCA;FBXW9;All-tumours;OS;0,35;0,35;0,87;0,87;-0,2;1074;Not Significative;1,00
TCGA-BRCA;FBXW9;All-tumours;DFS;0,26;0,26;0,87;0,87;-0,2;1074;Not Significative;1,00
TCGA-BRCA;FBXW9;Luminal-A;OS;0,84;0,84;0,93;0,93;-0,1;543;Not Significative;1,00
TCGA-BRCA;FBXW9;Luminal-A;DFS;0,44;0,44;0,88;0,88;-0,2;543;Not Significative;1,00
TCGA-BRCA;FBXW9;Luminal-B;OS;0,84;0,84;0,93;0,93;0,1;201;Not Significative;1,00
TCGA-BRCA;FBXW9;Luminal-B;DFS;0,91;0,91;0,93;0,93;0;201;Not Significative;1,00
TCGA-BRCA;FBXW9;HER2-enriched;OS;0,89;0,89;0,93;0,93;-0,1;82;Not Significative;1,00
TCGA-BRCA;FBXW9;HER2-enriched;DFS;0,93;0,93;0,93;0,93;0;82;Not Significative;1,00
TCGA-BRCA;FBXW9;Basal-like;OS;0,1;0,11;0,50;0,55;-0,6;189;Not Significative;1,00
TCGA-BRCA;FBXW9;Basal-like;DFS;0,07;0,08;0,50;0,55;-0,6;189;Not Significative;1,00
TCGA-BRCA;ING5;All-tumours;OS;0,16;0,16;0,80;0,80;0,2;1074;Not Significative;1,00
TCGA-BRCA;ING5;All-tumours;DFS;0,14;0,14;0,80;0,80;0,2;1074;Not Significative;1,00
TCGA-BRCA;ING5;Luminal-A;OS;0,99;0,99;0,99;0,99;0;543;Not Significative;1,00
TCGA-BRCA;ING5;Luminal-A;DFS;0,9;0,9;0,99;0,99;0;543;Not Significative;1,00
TCGA-BRCA;ING5;Luminal-B;OS;0,43;0,44;0,99;0,99;0,3;201;Not Significative;1,00
TCGA-BRCA;ING5;Luminal-B;DFS;0,67;0,67;0,99;0,99;0,1;201;Not Significative;1,00
TCGA-BRCA;ING5;HER2-enriched;OS;0,3;0,31;0,99;0,99;-0,5;82;Not Significative;1,00
TCGA-BRCA;ING5;HER2-enriched;DFS;0,77;0,77;0,99;0,99;-0,1;82;Not Significative;1,00
TCGA-BRCA;ING5;Basal-like;OS;0,97;0,96;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;ING5;Basal-like;DFS;0,99;0,98;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;WDR83;All-tumours;OS;0,2;0,2;0,96;0,96;0,2;1074;Not Significative;1,00
TCGA-BRCA;WDR83;All-tumours;DFS;0,32;0,32;0,96;0,96;0,1;1074;Not Significative;1,00
TCGA-BRCA;WDR83;Luminal-A;OS;0,92;0,92;0,96;0,96;0;543;Not Significative;1,00
TCGA-BRCA;WDR83;Luminal-A;DFS;0,89;0,89;0,96;0,96;0;543;Not Significative;1,00
TCGA-BRCA;WDR83;Luminal-B;OS;0,65;0,65;0,96;0,96;0,2;201;Not Significative;1,00
TCGA-BRCA;WDR83;Luminal-B;DFS;0,96;0,96;0,96;0,96;0;201;Not Significative;1,00
TCGA-BRCA;WDR83;HER2-enriched;OS;0,94;0,94;0,96;0,96;0;82;Not Significative;1,00
TCGA-BRCA;WDR83;HER2-enriched;DFS;0,62;0,62;0,96;0,96;-0,2;82;Not Significative;1,00
TCGA-BRCA;WDR83;Basal-like;OS;0,81;0,81;0,96;0,96;0,1;189;Not Significative;1,00
TCGA-BRCA;WDR83;Basal-like;DFS;0,37;0,37;0,96;0,96;0,3;189;Not Significative;1,00
TCGA-BRCA;PHF6;All-tumours;OS;0,4;0,4;0,70;0,70;-0,1;1074;Not Significative;1,00
TCGA-BRCA;PHF6;All-tumours;DFS;0,52;0,52;0,70;0,70;-0,1;1074;Not Significative;1,00
TCGA-BRCA;PHF6;Luminal-A;OS;0,05;0,05;0,50;0,50;-0,5;543;Not Significative;1,00
TCGA-BRCA;PHF6;Luminal-A;DFS;0,12;0,13;0,60;0,65;-0,3;543;Not Significative;1,00
TCGA-BRCA;PHF6;Luminal-B;OS;0,57;0,57;0,70;0,70;-0,2;201;Not Significative;1,00
TCGA-BRCA;PHF6;Luminal-B;DFS;0,49;0,49;0,70;0,70;-0,2;201;Not Significative;1,00
TCGA-BRCA;PHF6;HER2-enriched;OS;0,28;0,29;0,70;0,70;-0,6;82;Not Significative;1,00
TCGA-BRCA;PHF6;HER2-enriched;DFS;0,5;0,5;0,70;0,70;-0,3;82;Not Significative;1,00
TCGA-BRCA;PHF6;Basal-like;OS;0,72;0,73;0,72;0,73;0,1;189;Not Significative;1,00
TCGA-BRCA;PHF6;Basal-like;DFS;0,63;0,63;0,70;0,70;-0,2;189;Not Significative;1,00
TCGA-BRCA;THOC3;All-tumours;OS;0,18;0,19;0,36;0,38;-0,2;1074;Not Significative;1,00
TCGA-BRCA;THOC3;All-tumours;DFS;0,13;0,13;0,33;0,33;-0,2;1074;Not Significative;1,00
TCGA-BRCA;THOC3;Luminal-A;OS;0,97;0,98;0,97;0,98;0;543;Not Significative;1,00
TCGA-BRCA;THOC3;Luminal-A;DFS;0,94;0,94;0,97;0,98;0;543;Not Significative;1,00
TCGA-BRCA;THOC3;Luminal-B;OS;0,02;0,03;0,20;0,30;-0,8;201;Not Significative;1,00
TCGA-BRCA;THOC3;Luminal-B;DFS;0,07;0,08;0,33;0,33;-0,6;201;Not Significative;1,00
TCGA-BRCA;THOC3;HER2-enriched;OS;0,1;0,11;0,33;0,33;0,9;82;Not Significative;1,00
TCGA-BRCA;THOC3;HER2-enriched;DFS;0,33;0,34;0,55;0,57;0,4;82;Not Significative;1,00
TCGA-BRCA;THOC3;Basal-like;OS;0,54;0,54;0,68;0,68;0,2;189;Not Significative;1,00
TCGA-BRCA;THOC3;Basal-like;DFS;0,52;0,52;0,68;0,68;0,2;189;Not Significative;1,00
TCGA-BRCA;METTL26;All-tumours;OS;0,59;0,59;0,74;0,74;0,1;1074;Not Significative;1,00
TCGA-BRCA;METTL26;All-tumours;DFS;0,36;0,36;0,56;0,57;0,1;1074;Not Significative;1,00
TCGA-BRCA;METTL26;Luminal-A;OS;0,04;0,05;0,30;0,30;0,5;543;Not Significative;1,00
TCGA-BRCA;METTL26;Luminal-A;DFS;0,09;0,09;0,30;0,30;0,4;543;Not Significative;1,00
TCGA-BRCA;METTL26;Luminal-B;OS;0,39;0,39;0,56;0,57;-0,3;201;Not Significative;1,00
TCGA-BRCA;METTL26;Luminal-B;DFS;0,39;0,4;0,56;0,57;-0,3;201;Not Significative;1,00
TCGA-BRCA;METTL26;HER2-enriched;OS;0,71;0,71;0,79;0,79;-0,2;82;Not Significative;1,00
TCGA-BRCA;METTL26;HER2-enriched;DFS;0,99;0,99;0,99;0,99;0;82;Not Significative;1,00
TCGA-BRCA;METTL26;Basal-like;OS;0,08;0,09;0,30;0,30;-0,7;189;Not Significative;1,00
TCGA-BRCA;METTL26;Basal-like;DFS;0,12;0,13;0,30;0,33;-0,5;189;Not Significative;1,00
TCGA-BRCA;DOT1L;All-tumours;OS;0,01;0,01;0,05;0,05;-0,4;1074;Significative;1,00
TCGA-BRCA;DOT1L;All-tumours;DFS;0,01;0,01;0,05;0,05;-0,4;1074;Significative;1,00
TCGA-BRCA;DOT1L;Luminal-A;OS;0,36;0,36;0,60;0,60;-0,2;543;Not Significative;1,00
TCGA-BRCA;DOT1L;Luminal-A;DFS;0,22;0,22;0,44;0,44;-0,3;543;Not Significative;1,00
TCGA-BRCA;DOT1L;Luminal-B;OS;0,55;0,55;0,69;0,69;-0,2;201;Not Significative;1,00
TCGA-BRCA;DOT1L;Luminal-B;DFS;0,98;0,98;0,98;0,98;0;201;Not Significative;1,00
TCGA-BRCA;DOT1L;HER2-enriched;OS;0,44;0,44;0,63;0,63;-0,4;82;Not Significative;1,00
TCGA-BRCA;DOT1L;HER2-enriched;DFS;0,7;0,7;0,78;0,78;-0,2;82;Not Significative;1,00
TCGA-BRCA;DOT1L;Basal-like;OS;0,08;0,08;0,20;0,20;-0,7;189;Not Significative;1,00
TCGA-BRCA;DOT1L;Basal-like;DFS;0,03;0,03;0,10;0,10;-0,7;189;Not Significative;1,00
TCGA-BRCA;L3MBTL3;All-tumours;OS;0,58;0,58;0,71;0,71;-0,1;1074;Not Significative;1,00
TCGA-BRCA;L3MBTL3;All-tumours;DFS;0,34;0,34;0,71;0,71;-0,1;1074;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Luminal-A;OS;0,49;0,49;0,71;0,71;-0,2;543;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Luminal-A;DFS;0,38;0,38;0,71;0,71;-0,2;543;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Luminal-B;OS;0,5;0,5;0,71;0,71;-0,2;201;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Luminal-B;DFS;0,64;0,64;0,71;0,71;-0,2;201;Not Significative;1,00
TCGA-BRCA;L3MBTL3;HER2-enriched;OS;0,71;0,71;0,71;0,71;0,2;82;Not Significative;1,00
TCGA-BRCA;L3MBTL3;HER2-enriched;DFS;0,47;0,47;0,71;0,71;0,3;82;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Basal-like;OS;0,38;0,38;0,71;0,71;-0,3;189;Not Significative;1,00
TCGA-BRCA;L3MBTL3;Basal-like;DFS;0,08;0,08;0,71;0,71;-0,6;189;Not Significative;1,00
TCGA-BRCA;TNRC18;All-tumours;OS;0,34;0,34;0,98;0,99;0,2;1074;Not Significative;1,00
TCGA-BRCA;TNRC18;All-tumours;DFS;0,56;0,56;0,98;0,99;0,1;1074;Not Significative;1,00
TCGA-BRCA;TNRC18;Luminal-A;OS;0,94;0,94;0,99;0,99;0;543;Not Significative;1,00
TCGA-BRCA;TNRC18;Luminal-A;DFS;0,54;0,55;0,98;0,99;-0,1;543;Not Significative;1,00
TCGA-BRCA;TNRC18;Luminal-B;OS;0,59;0,6;0,98;0,99;0,2;201;Not Significative;1,00
TCGA-BRCA;TNRC18;Luminal-B;DFS;0,3;0,3;0,98;0,99;0,3;201;Not Significative;1,00
TCGA-BRCA;TNRC18;HER2-enriched;OS;0,28;0,29;0,98;0,99;-0,6;82;Not Significative;1,00
TCGA-BRCA;TNRC18;HER2-enriched;DFS;0,74;0,74;0,99;0,99;-0,2;82;Not Significative;1,00
TCGA-BRCA;TNRC18;Basal-like;OS;0,92;0,92;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;TNRC18;Basal-like;DFS;0,99;0,99;0,99;0,99;0;189;Not Significative;1,00
TCGA-BRCA;GLYR1;All-tumours;OS;0,67;0,67;0,89;0,89;-0,1;1074;Not Significative;1,00
TCGA-BRCA;GLYR1;All-tumours;DFS;0,69;0,69;0,89;0,89;-0,1;1074;Not Significative;1,00
TCGA-BRCA;GLYR1;Luminal-A;OS;0,43;0,43;0,89;0,89;-0,2;543;Not Significative;1,00
TCGA-BRCA;GLYR1;Luminal-A;DFS;0,17;0,17;0,89;0,89;-0,3;543;Not Significative;1,00
TCGA-BRCA;GLYR1;Luminal-B;OS;0,94;0,94;0,96;0,96;0;201;Not Significative;1,00
TCGA-BRCA;GLYR1;Luminal-B;DFS;0,56;0,57;0,89;0,89;0,2;201;Not Significative;1,00
TCGA-BRCA;GLYR1;HER2-enriched;OS;0,71;0,71;0,89;0,89;0,2;82;Not Significative;1,00
TCGA-BRCA;GLYR1;HER2-enriched;DFS;0,3;0,3;0,89;0,89;0,5;82;Not Significative;1,00
TCGA-BRCA;GLYR1;Basal-like;OS;0,96;0,96;0,96;0,96;0;189;Not Significative;1,00
TCGA-BRCA;GLYR1;Basal-like;DFS;0,44;0,44;0,89;0,89;-0,3;189;Not Significative;1,00
TCGA-BRCA;HDGFL2;All-tumours;OS;0,85;0,84;0,97;0,97;0;1074;Not Significative;1,00
TCGA-BRCA;HDGFL2;All-tumours;DFS;0,97;0,97;0,97;0,97;0;1074;Not Significative;1,00
TCGA-BRCA;HDGFL2;Luminal-A;OS;0,29;0,29;0,97;0,97;0,3;543;Not Significative;1,00
TCGA-BRCA;HDGFL2;Luminal-A;DFS;0,92;0,92;0,97;0,97;0;543;Not Significative;1,00
TCGA-BRCA;HDGFL2;Luminal-B;OS;0,96;0,96;0,97;0,97;0;201;Not Significative;1,00
TCGA-BRCA;HDGFL2;Luminal-B;DFS;0,65;0,65;0,97;0,97;0,2;201;Not Significative;1,00
TCGA-BRCA;HDGFL2;HER2-enriched;OS;0,7;0,71;0,97;0,97;0,2;82;Not Significative;1,00
TCGA-BRCA;HDGFL2;HER2-enriched;DFS;0,71;0,71;0,97;0,97;0,2;82;Not Significative;1,00
TCGA-BRCA;HDGFL2;Basal-like;OS;0,51;0,51;0,97;0,97;-0,2;189;Not Significative;1,00
TCGA-BRCA;HDGFL2;Basal-like;DFS;0,95;0,96;0,97;0,97;0;189;Not Significative;1,00
TCGA-BRCA;CBX2;All-tumours;OS;0,04;0,04;0,40;0,40;-0,3;1074;Not Significative;1,00
TCGA-BRCA;CBX2;All-tumours;DFS;0,18;0,18;0,90;0,90;-0,2;1074;Not Significative;1,00
TCGA-BRCA;CBX2;Luminal-A;OS;0,75;0,75;0,90;0,90;-0,1;543;Not Significative;1,00
TCGA-BRCA;CBX2;Luminal-A;DFS;0,85;0,85;0,90;0,90;0;543;Not Significative;1,00
TCGA-BRCA;CBX2;Luminal-B;OS;0,43;0,44;0,90;0,90;-0,3;201;Not Significative;1,00
TCGA-BRCA;CBX2;Luminal-B;DFS;0,9;0,9;0,90;0,90;0;201;Not Significative;1,00
TCGA-BRCA;CBX2;HER2-enriched;OS;0,52;0,52;0,90;0,90;0,3;82;Not Significative;1,00
TCGA-BRCA;CBX2;HER2-enriched;DFS;0,61;0,61;0,90;0,90;0,2;82;Not Significative;1,00
TCGA-BRCA;CBX2;Basal-like;OS;0,89;0,89;0,90;0,90;-0,1;189;Not Significative;1,00
TCGA-BRCA;CBX2;Basal-like;DFS;0,65;0,65;0,90;0,90;-0,2;189;Not Significative;1,00
TCGA-BRCA;KMT5C;All-tumours;OS;0,81;0,81;0,94;0,94;0;1074;Not Significative;1,00
TCGA-BRCA;KMT5C;All-tumours;DFS;0,68;0,68;0,94;0,94;0,1;1074;Not Significative;1,00
TCGA-BRCA;KMT5C;Luminal-A;OS;0,85;0,85;0,94;0,94;0;543;Not Significative;1,00
TCGA-BRCA;KMT5C;Luminal-A;DFS;0,75;0,75;0,94;0,94;0,1;543;Not Significative;1,00
TCGA-BRCA;KMT5C;Luminal-B;OS;0,78;0,78;0,94;0,94;0,1;201;Not Significative;1,00
TCGA-BRCA;KMT5C;Luminal-B;DFS;0,65;0,65;0,94;0,94;0,1;201;Not Significative;1,00
TCGA-BRCA;KMT5C;HER2-enriched;OS;0,94;0,94;0,94;0,94;0;82;Not Significative;1,00
TCGA-BRCA;KMT5C;HER2-enriched;DFS;0,77;0,77;0,94;0,94;-0,1;82;Not Significative;1,00
TCGA-BRCA;KMT5C;Basal-like;OS;0,57;0,57;0,94;0,94;0,2;189;Not Significative;1,00
TCGA-BRCA;KMT5C;Basal-like;DFS;0,8;0,8;0,94;0,94;0,1;189;Not Significative;1,00
TCGA-BRCA;ZFYVE19;All-tumours;OS;0,18;0,18;0,60;0,60;-0,2;1074;Not Significative;1,00
TCGA-BRCA;ZFYVE19;All-tumours;DFS;0,59;0,59;0,64;0,64;-0,1;1074;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Luminal-A;OS;0,35;0,35;0,60;0,60;-0,2;543;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Luminal-A;DFS;0,36;0,36;0,60;0,60;-0,2;543;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Luminal-B;OS;0,35;0,35;0,60;0,60;0,3;201;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Luminal-B;DFS;0,2;0,21;0,60;0,60;0,4;201;Not Significative;1,00
TCGA-BRCA;ZFYVE19;HER2-enriched;OS;0,53;0,53;0,64;0,64;-0,3;82;Not Significative;1,00
TCGA-BRCA;ZFYVE19;HER2-enriched;DFS;0,64;0,64;0,64;0,64;0,2;82;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Basal-like;OS;0,07;0,08;0,60;0,60;-0,7;189;Not Significative;1,00
TCGA-BRCA;ZFYVE19;Basal-like;DFS;0,46;0,46;0,64;0,64;-0,2;189;Not Significative;1,00
TCGA-BRCA;CORO6;All-tumours;OS;0,37;0,37;0,93;0,93;0,1;1074;Not Significative;1,00
TCGA-BRCA;CORO6;All-tumours;DFS;0,94;0,94;0,94;0,94;0;1074;Not Significative;1,00
TCGA-BRCA;CORO6;Luminal-A;OS;0,58;0,58;0,93;0,93;0,1;543;Not Significative;1,00
TCGA-BRCA;CORO6;Luminal-A;DFS;0,59;0,59;0,93;0,93;-0,1;543;Not Significative;1,00
TCGA-BRCA;CORO6;Luminal-B;OS;0,76;0,76;0,94;0,94;0,1;201;Not Significative;1,00
TCGA-BRCA;CORO6;Luminal-B;DFS;0,65;0,65;0,93;0,93;0,1;201;Not Significative;1,00
TCGA-BRCA;CORO6;HER2-enriched;OS;0,11;0,12;0,93;0,93;0,8;82;Not Significative;1,00
TCGA-BRCA;CORO6;HER2-enriched;DFS;0,31;0,32;0,93;0,93;0,5;82;Not Significative;1,00
TCGA-BRCA;CORO6;Basal-like;OS;0,49;0,49;0,93;0,93;-0,3;189;Not Significative;1,00
TCGA-BRCA;CORO6;Basal-like;DFS;0,94;0,94;0,94;0,94;0;189;Not Significative;1,00
TCGA-BRCA;FAM86B1;All-tumours;OS;0,13;0,13;1,00;1,00;0,3;1074;Not Significative;1,00
TCGA-BRCA;FAM86B1;All-tumours;DFS;0,32;0,32;1,00;1,00;0,1;1074;Not Significative;1,00
TCGA-BRCA;FAM86B1;Luminal-A;OS;1;1;1,00;1,00;0;543;Not Significative;1,00
TCGA-BRCA;FAM86B1;Luminal-A;DFS;0,79;0,79;1,00;1,00;-0,1;543;Not Significative;1,00
TCGA-BRCA;FAM86B1;Luminal-B;OS;0,54;0,55;1,00;1,00;0,2;201;Not Significative;1,00
TCGA-BRCA;FAM86B1;Luminal-B;DFS;0,64;0,64;1,00;1,00;0,2;201;Not Significative;1,00
TCGA-BRCA;FAM86B1;HER2-enriched;OS;0,97;0,97;1,00;1,00;0;82;Not Significative;1,00
TCGA-BRCA;FAM86B1;HER2-enriched;DFS;0,6;0,6;1,00;1,00;-0,2;82;Not Significative;1,00
TCGA-BRCA;FAM86B1;Basal-like;OS;0,94;0,94;1,00;1,00;0;189;Not Significative;1,00
TCGA-BRCA;FAM86B1;Basal-like;DFS;0,83;0,83;1,00;1,00;-0,1;189;Not Significative;1,00
TCGA-BRCA;FGD3;All-tumours;OS;0,01;0,01;0,05;0,05;0,4;1074;Significative;1,00
TCGA-BRCA;FGD3;All-tumours;DFS;0,01;0,01;0,05;0,05;0,4;1074;Significative;1,00
TCGA-BRCA;FGD3;Luminal-A;OS;0,49;0,49;0,93;0,93;0,2;543;Not Significative;1,00
TCGA-BRCA;FGD3;Luminal-A;DFS;0,84;0,84;0,93;0,93;0;543;Not Significative;1,00
TCGA-BRCA;FGD3;Luminal-B;OS;0,64;0,64;0,93;0,93;-0,2;201;Not Significative;1,00
TCGA-BRCA;FGD3;Luminal-B;DFS;0,99;1;0,99;1,00;0;201;Not Significative;1,00
TCGA-BRCA;FGD3;HER2-enriched;OS;0,84;0,84;0,93;0,93;0,1;82;Not Significative;1,00
TCGA-BRCA;FGD3;HER2-enriched;DFS;0,8;0,8;0,93;0,93;0,1;82;Not Significative;1,00
TCGA-BRCA;FGD3;Basal-like;OS;0,34;0,34;0,85;0,85;0,4;189;Not Significative;1,00
TCGA-BRCA;FGD3;Basal-like;DFS;0,07;0,07;0,23;0,23;0,6;189;Not Significative;1,00
TCGA-BRCA;ATG16L2;All-tumours;OS;0,04;0,04;0,10;0,10;0,3;1074;Significative;1,00
TCGA-BRCA;ATG16L2;All-tumours;DFS;0,05;0,05;0,10;0,10;0,3;1074;Not Significative;1,00
TCGA-BRCA;ATG16L2;Luminal-A;OS;0,28;0,28;0,35;0,35;0,3;543;Not Significative;1,00
TCGA-BRCA;ATG16L2;Luminal-A;DFS;0,6;0,6;0,60;0,60;0,1;543;Not Significative;1,00
TCGA-BRCA;ATG16L2;Luminal-B;OS;0,02;0,02;0,07;0,10;0,9;201;Significative;1,00
TCGA-BRCA;ATG16L2;Luminal-B;DFS;0,02;0,03;0,07;0,10;0,7;201;Significative;1,00
TCGA-BRCA;ATG16L2;HER2-enriched;OS;0,2;0,21;0,29;0,30;0,7;82;Not Significative;1,00
TCGA-BRCA;ATG16L2;HER2-enriched;DFS;0,02;0,03;0,07;0,10;1,1;82;Significative;1,00
