dataset;gene;soustype;typesurvie;pval_logRank;HR;n;FDR_logrank
TCGA_BRCA;SEH1L;Luminal-A;OS;0,41;0,2;543;0,59
TCGA_BRCA;SEH1L;Luminal-A;DFS;0,17;0,3;543;0,57
TCGA_BRCA;SEH1L;Luminal-B;OS;0,95;0;201;0,95
TCGA_BRCA;SEH1L;Luminal-B;DFS;0,91;0;201;0,95
TCGA_BRCA;SEH1L;HER2-enriched;OS;0,26;0,6;82;0,58
TCGA_BRCA;SEH1L;HER2-enriched;DFS;0,09;0,8;82;0,57
TCGA_BRCA;SEH1L;Basal-like;OS;0,15;0,6;189;0,57
TCGA_BRCA;SEH1L;Basal-like;DFS;0,29;0,3;189;0,58
TCGA_BRCA;DOHH;All-tumours;OS;0,95;0;1074;0,98
TCGA_BRCA;DOHH;All-tumours;DFS;0,78;0;1074;0,98
TCGA_BRCA;DOHH;Luminal-A;OS;0,48;0,2;543;0,98
TCGA_BRCA;DOHH;Luminal-A;DFS;0,45;0,2;543;0,98
TCGA_BRCA;DOHH;Luminal-B;OS;0,78;-0,1;201;0,98
TCGA_BRCA;DOHH;Luminal-B;DFS;0,87;0,1;201;0,98
TCGA_BRCA;DOHH;HER2-enriched;OS;0,97;0;82;0,98
TCGA_BRCA;DOHH;HER2-enriched;DFS;0,98;0;82;0,98
TCGA_BRCA;DOHH;Basal-like;OS;0,81;-0,1;189;0,98
TCGA_BRCA;DOHH;Basal-like;DFS;0,81;0,1;189;0,98
TCGA_BRCA;GRWD1;All-tumours;OS;0,17;-0,2;1074;0,43
TCGA_BRCA;GRWD1;All-tumours;DFS;0,17;-0,2;1074;0,43
TCGA_BRCA;GRWD1;Luminal-A;OS;0,42;0,2;543;0,47
TCGA_BRCA;GRWD1;Luminal-A;DFS;0,41;0,2;543;0,47
TCGA_BRCA;GRWD1;Luminal-B;OS;0,23;-0,4;201;0,43
TCGA_BRCA;GRWD1;Luminal-B;DFS;0,2;-0,4;201;0,43
TCGA_BRCA;GRWD1;HER2-enriched;OS;0,56;-0,3;82;0,56
TCGA_BRCA;GRWD1;HER2-enriched;DFS;0,37;-0,4;82;0,47
TCGA_BRCA;GRWD1;Basal-like;OS;0,16;-0,5;189;0,43
TCGA_BRCA;GRWD1;Basal-like;DFS;0,26;-0,4;189;0,43
TCGA_BRCA;L3MBTL2;All-tumours;OS;0,75;-0,1;1074;0,83
TCGA_BRCA;L3MBTL2;All-tumours;DFS;0,43;-0,1;1074;0,83
TCGA_BRCA;L3MBTL2;Luminal-A;OS;0,86;0;543;0,86
TCGA_BRCA;L3MBTL2;Luminal-A;DFS;0,71;-0,1;543;0,83
TCGA_BRCA;L3MBTL2;Luminal-B;OS;0,63;0,2;201;0,83
TCGA_BRCA;L3MBTL2;Luminal-B;DFS;0,59;0,2;201;0,83
TCGA_BRCA;L3MBTL2;HER2-enriched;OS;0,16;-0,7;82;0,83
TCGA_BRCA;L3MBTL2;HER2-enriched;DFS;0,17;-0,6;82;0,83
TCGA_BRCA;L3MBTL2;Basal-like;OS;0,32;0,4;189;0,83
TCGA_BRCA;L3MBTL2;Basal-like;DFS;0,37;0,3;189;0,83
TCGA_BRCA;SETDB2;All-tumours;OS;0,51;-0,1;1074;0,80
TCGA_BRCA;SETDB2;All-tumours;DFS;0,8;0;1074;0,80
TCGA_BRCA;SETDB2;Luminal-A;OS;0,55;0,2;543;0,80
TCGA_BRCA;SETDB2;Luminal-A;DFS;0,43;0,2;543;0,80
TCGA_BRCA;SETDB2;Luminal-B;OS;0,76;-0,1;201;0,80
TCGA_BRCA;SETDB2;Luminal-B;DFS;0,71;-0,1;201;0,80
TCGA_BRCA;SETDB2;HER2-enriched;OS;0,23;-0,6;82;0,80
TCGA_BRCA;SETDB2;HER2-enriched;DFS;0,1;-0,8;82;0,80
TCGA_BRCA;SETDB2;Basal-like;OS;0,44;0,3;189;0,80
TCGA_BRCA;SETDB2;Basal-like;DFS;0,65;0,2;189;0,80
TCGA_BRCA;TAF3;All-tumours;OS;0,57;-0,1;1074;0,94
TCGA_BRCA;TAF3;All-tumours;DFS;0,33;-0,1;1074;0,94
TCGA_BRCA;TAF3;Luminal-A;OS;0,04;-0,5;543;0,20
TCGA_BRCA;TAF3;Luminal-A;DFS;0,04;-0,5;543;0,20
TCGA_BRCA;TAF3;Luminal-B;OS;0,66;0,2;201;0,94
TCGA_BRCA;TAF3;Luminal-B;DFS;0,51;0,2;201;0,94
TCGA_BRCA;TAF3;HER2-enriched;OS;0,88;0,1;82;0,98
TCGA_BRCA;TAF3;HER2-enriched;DFS;0,52;0,3;82;0,94
TCGA_BRCA;TAF3;Basal-like;OS;0,99;0;189;0,99
TCGA_BRCA;TAF3;Basal-like;DFS;0,85;-0,1;189;0,98
TCGA_BRCA;WDR87;All-tumours;OS;0,3;0,2;1074;0,43
TCGA_BRCA;WDR87;All-tumours;DFS;0,23;0,2;1074;0,43
TCGA_BRCA;WDR87;Luminal-A;OS;0,25;0,3;543;0,43
TCGA_BRCA;WDR87;Luminal-A;DFS;0,15;0,3;543;0,43
TCGA_BRCA;WDR87;Luminal-B;OS;0,28;0,4;201;0,43
TCGA_BRCA;WDR87;Luminal-B;DFS;0,42;0,3;201;0,47
TCGA_BRCA;WDR87;HER2-enriched;OS;0,42;0,4;82;0,47
TCGA_BRCA;WDR87;HER2-enriched;DFS;0,85;0,1;82;0,85
TCGA_BRCA;WDR87;Basal-like;OS;0,04;-0,9;189;0,40
TCGA_BRCA;WDR87;Basal-like;DFS;0,14;-0,5;189;0,43
TCGA_BRCA;WDR54;All-tumours;OS;0,69;0,1;1074;0,83
TCGA_BRCA;WDR54;All-tumours;DFS;0,89;0;1074;0,89
TCGA_BRCA;WDR54;Luminal-A;OS;0,31;0,3;543;0,62
TCGA_BRCA;WDR54;Luminal-A;DFS;0,37;0,2;543;0,62
TCGA_BRCA;WDR54;Luminal-B;OS;0,2;-0,5;201;0,50
TCGA_BRCA;WDR54;Luminal-B;DFS;0,15;-0,5;201;0,50
TCGA_BRCA;WDR54;HER2-enriched;OS;0,14;0,8;82;0,50
TCGA_BRCA;WDR54;HER2-enriched;DFS;0,15;0,7;82;0,50
TCGA_BRCA;WDR54;Basal-like;OS;0,61;0,2;189;0,83
TCGA_BRCA;WDR54;Basal-like;DFS;0,75;0,1;189;0,83
TCGA_BRCA;WDR75;All-tumours;OS;0,26;0,2;1074;0,52
TCGA_BRCA;WDR75;All-tumours;DFS;0,75;0;1074;0,97
TCGA_BRCA;WDR75;Luminal-A;OS;0,95;0;543;0,97
TCGA_BRCA;WDR75;Luminal-A;DFS;0,63;-0,1;543;0,97
TCGA_BRCA;WDR75;Luminal-B;OS;0,81;0,1;201;0,97
TCGA_BRCA;WDR75;Luminal-B;DFS;0,97;0;201;0,97
TCGA_BRCA;WDR75;HER2-enriched;OS;0,1;-0,9;82;0,52
TCGA_BRCA;WDR75;HER2-enriched;DFS;0,13;-0,7;82;0,52
TCGA_BRCA;WDR75;Basal-like;OS;0,24;0,4;189;0,52
TCGA_BRCA;WDR75;Basal-like;DFS;0,23;0,4;189;0,52
TCGA_BRCA;UTP15;All-tumours;OS;0,52;-0,1;1074;0,95
TCGA_BRCA;UTP15;All-tumours;DFS;0,91;0;1074;0,95
TCGA_BRCA;UTP15;Luminal-A;OS;0,54;-0,2;543;0,95
TCGA_BRCA;UTP15;Luminal-A;DFS;0,95;0;543;0,95
TCGA_BRCA;UTP15;Luminal-B;OS;0,32;-0,4;201;0,95
TCGA_BRCA;UTP15;Luminal-B;DFS;0,85;0,1;201;0,95
TCGA_BRCA;UTP15;HER2-enriched;OS;0,64;-0,2;82;0,95
TCGA_BRCA;UTP15;HER2-enriched;DFS;0,75;0,1;82;0,95
TCGA_BRCA;UTP15;Basal-like;OS;0,82;0,1;189;0,95
TCGA_BRCA;UTP15;Basal-like;DFS;0,63;0,2;189;0,95
TCGA_BRCA;KAT8;All-tumours;OS;0,59;-0,1;1074;0,98
TCGA_BRCA;KAT8;All-tumours;DFS;0,78;0;1074;0,98
TCGA_BRCA;KAT8;Luminal-A;OS;0,51;-0,2;543;0,98
TCGA_BRCA;KAT8;Luminal-A;DFS;0,46;-0,2;543;0,98
TCGA_BRCA;KAT8;Luminal-B;OS;0,89;-0,1;201;0,98
TCGA_BRCA;KAT8;Luminal-B;DFS;0,98;0;201;0,98
TCGA_BRCA;KAT8;HER2-enriched;OS;0,43;-0,4;82;0,98
TCGA_BRCA;KAT8;HER2-enriched;DFS;0,81;-0,1;82;0,98
TCGA_BRCA;KAT8;Basal-like;OS;0,44;-0,3;189;0,98
TCGA_BRCA;KAT8;Basal-like;DFS;0,56;-0,2;189;0,98
TCGA_BRCA;CHD6;All-tumours;OS;0,3;-0,2;1074;0,41
TCGA_BRCA;CHD6;All-tumours;DFS;0,53;-0,1;1074;0,59
TCGA_BRCA;CHD6;Luminal-A;OS;0,01;-0,6;543;0,05
TCGA_BRCA;CHD6;Luminal-A;DFS;0,01;-0,6;543;0,05
TCGA_BRCA;CHD6;Luminal-B;OS;0,33;0,3;201;0,41
TCGA_BRCA;CHD6;Luminal-B;DFS;0,2;0,4;201;0,37
TCGA_BRCA;CHD6;HER2-enriched;OS;0,22;-0,6;82;0,37
TCGA_BRCA;CHD6;HER2-enriched;DFS;0,59;-0,2;82;0,59
TCGA_BRCA;CHD6;Basal-like;OS;0,19;0,5;189;0,37
TCGA_BRCA;CHD6;Basal-like;DFS;0,17;0,5;189;0,37
TCGA_BRCA;METTL25;All-tumours;OS;0,17;0,2;1074;0,57
TCGA_BRCA;METTL25;All-tumours;DFS;0,03;0,3;1074;0,30
TCGA_BRCA;METTL25;Luminal-A;OS;0,86;0;543;0,97
TCGA_BRCA;METTL25;Luminal-A;DFS;0,97;0;543;0,97
TCGA_BRCA;METTL25;Luminal-B;OS;0,3;0,4;201;0,75
TCGA_BRCA;METTL25;Luminal-B;DFS;0,14;0,5;201;0,57
TCGA_BRCA;METTL25;HER2-enriched;OS;0,83;-0,1;82;0,97
TCGA_BRCA;METTL25;HER2-enriched;DFS;0,44;0,4;82;0,88
TCGA_BRCA;METTL25;Basal-like;OS;0,69;0,1;189;0,97
TCGA_BRCA;METTL25;Basal-like;DFS;0,92;0;189;0,97
TCGA_BRCA;SETD3;All-tumours;OS;0,09;0,3;1074;0,40
TCGA_BRCA;SETD3;All-tumours;DFS;0,19;0,2;1074;0,48
TCGA_BRCA;SETD3;Luminal-A;OS;0,06;0,5;543;0,40
TCGA_BRCA;SETD3;Luminal-A;DFS;0,12;0,3;543;0,40
TCGA_BRCA;SETD3;Luminal-B;OS;0,78;0,1;201;0,78
TCGA_BRCA;SETD3;Luminal-B;DFS;0,5;0,2;201;0,71
TCGA_BRCA;SETD3;HER2-enriched;OS;0,78;0,1;82;0,78
TCGA_BRCA;SETD3;HER2-enriched;DFS;0,72;0,2;82;0,78
TCGA_BRCA;SETD3;Basal-like;OS;0,41;-0,3;189;0,68
TCGA_BRCA;SETD3;Basal-like;DFS;0,39;-0,3;189;0,68
TCGA_BRCA;WDR24;All-tumours;OS;0,59;0,1;1074;0,91
TCGA_BRCA;WDR24;All-tumours;DFS;0,91;0;1074;0,91
TCGA_BRCA;WDR24;Luminal-A;OS;0,4;0,2;543;0,91
TCGA_BRCA;WDR24;Luminal-A;DFS;0,85;0;543;0,91
TCGA_BRCA;WDR24;Luminal-B;OS;0,76;0,1;201;0,91
TCGA_BRCA;WDR24;Luminal-B;DFS;0,69;0,1;201;0,91
TCGA_BRCA;WDR24;HER2-enriched;OS;0,7;0,2;82;0,91
TCGA_BRCA;WDR24;HER2-enriched;DFS;0,88;0,1;82;0,91
TCGA_BRCA;WDR24;Basal-like;OS;0,19;-0,5;189;0,91
TCGA_BRCA;WDR24;Basal-like;DFS;0,45;-0,2;189;0,91
TCGA_BRCA;TRAF7;All-tumours;OS;0,96;0;1074;0,99
TCGA_BRCA;TRAF7;All-tumours;DFS;0,99;0;1074;0,99
TCGA_BRCA;TRAF7;Luminal-A;OS;0,89;0;543;0,99
TCGA_BRCA;TRAF7;Luminal-A;DFS;0,68;-0,1;543;0,99
TCGA_BRCA;TRAF7;Luminal-B;OS;0,51;0,2;201;0,99
TCGA_BRCA;TRAF7;Luminal-B;DFS;0,46;0,2;201;0,99
TCGA_BRCA;TRAF7;HER2-enriched;OS;0,76;0,2;82;0,99
TCGA_BRCA;TRAF7;HER2-enriched;DFS;0,82;0,1;82;0,99
TCGA_BRCA;TRAF7;Basal-like;OS;0,93;0;189;0,99
TCGA_BRCA;TRAF7;Basal-like;DFS;0,82;0,1;189;0,99
TCGA_BRCA;FBXW9;All-tumours;OS;0,35;-0,2;1074;0,87
TCGA_BRCA;FBXW9;All-tumours;DFS;0,26;-0,2;1074;0,87
TCGA_BRCA;FBXW9;Luminal-A;OS;0,84;-0,1;543;0,93
TCGA_BRCA;FBXW9;Luminal-A;DFS;0,44;-0,2;543;0,88
TCGA_BRCA;FBXW9;Luminal-B;OS;0,84;0,1;201;0,93
TCGA_BRCA;FBXW9;Luminal-B;DFS;0,91;0;201;0,93
TCGA_BRCA;FBXW9;HER2-enriched;OS;0,89;-0,1;82;0,93
TCGA_BRCA;FBXW9;HER2-enriched;DFS;0,93;0;82;0,93
TCGA_BRCA;FBXW9;Basal-like;OS;0,1;-0,6;189;0,50
TCGA_BRCA;FBXW9;Basal-like;DFS;0,07;-0,6;189;0,50
TCGA_BRCA;ING5;All-tumours;OS;0,16;0,2;1074;0,80
TCGA_BRCA;ING5;All-tumours;DFS;0,14;0,2;1074;0,80
TCGA_BRCA;ING5;Luminal-A;OS;0,99;0;543;0,99
TCGA_BRCA;ING5;Luminal-A;DFS;0,9;0;543;0,99
TCGA_BRCA;ING5;Luminal-B;OS;0,43;0,3;201;0,99
TCGA_BRCA;ING5;Luminal-B;DFS;0,67;0,1;201;0,99
TCGA_BRCA;ING5;HER2-enriched;OS;0,3;-0,5;82;0,99
TCGA_BRCA;ING5;HER2-enriched;DFS;0,77;-0,1;82;0,99
TCGA_BRCA;ING5;Basal-like;OS;0,97;0;189;0,99
TCGA_BRCA;ING5;Basal-like;DFS;0,99;0;189;0,99
TCGA_BRCA;WDR83;All-tumours;OS;0,2;0,2;1074;0,96
TCGA_BRCA;WDR83;All-tumours;DFS;0,32;0,1;1074;0,96
TCGA_BRCA;WDR83;Luminal-A;OS;0,92;0;543;0,96
TCGA_BRCA;WDR83;Luminal-A;DFS;0,89;0;543;0,96
TCGA_BRCA;WDR83;Luminal-B;OS;0,65;0,2;201;0,96
TCGA_BRCA;WDR83;Luminal-B;DFS;0,96;0;201;0,96
TCGA_BRCA;WDR83;HER2-enriched;OS;0,94;0;82;0,96
TCGA_BRCA;WDR83;HER2-enriched;DFS;0,62;-0,2;82;0,96
TCGA_BRCA;WDR83;Basal-like;OS;0,81;0,1;189;0,96
TCGA_BRCA;WDR83;Basal-like;DFS;0,37;0,3;189;0,96
TCGA_BRCA;PHF6;All-tumours;OS;0,4;-0,1;1074;0,70
TCGA_BRCA;PHF6;All-tumours;DFS;0,52;-0,1;1074;0,70
TCGA_BRCA;PHF6;Luminal-A;OS;0,05;-0,5;543;0,50
TCGA_BRCA;PHF6;Luminal-A;DFS;0,12;-0,3;543;0,60
TCGA_BRCA;PHF6;Luminal-B;OS;0,57;-0,2;201;0,70
TCGA_BRCA;PHF6;Luminal-B;DFS;0,49;-0,2;201;0,70
TCGA_BRCA;PHF6;HER2-enriched;OS;0,28;-0,6;82;0,70
TCGA_BRCA;PHF6;HER2-enriched;DFS;0,5;-0,3;82;0,70
TCGA_BRCA;PHF6;Basal-like;OS;0,72;0,1;189;0,72
TCGA_BRCA;PHF6;Basal-like;DFS;0,63;-0,2;189;0,70
TCGA_BRCA;THOC3;All-tumours;OS;0,18;-0,2;1074;0,36
TCGA_BRCA;THOC3;All-tumours;DFS;0,13;-0,2;1074;0,33
TCGA_BRCA;THOC3;Luminal-A;OS;0,97;0;543;0,97
TCGA_BRCA;THOC3;Luminal-A;DFS;0,94;0;543;0,97
TCGA_BRCA;THOC3;Luminal-B;OS;0,02;-0,8;201;0,20
TCGA_BRCA;THOC3;Luminal-B;DFS;0,07;-0,6;201;0,33
TCGA_BRCA;THOC3;HER2-enriched;OS;0,1;0,9;82;0,33
TCGA_BRCA;THOC3;HER2-enriched;DFS;0,33;0,4;82;0,55
TCGA_BRCA;THOC3;Basal-like;OS;0,54;0,2;189;0,68
TCGA_BRCA;THOC3;Basal-like;DFS;0,52;0,2;189;0,68
TCGA_BRCA;METTL26;All-tumours;OS;0,59;0,1;1074;0,74
TCGA_BRCA;METTL26;All-tumours;DFS;0,36;0,1;1074;0,56
TCGA_BRCA;METTL26;Luminal-A;OS;0,04;0,5;543;0,30
TCGA_BRCA;METTL26;Luminal-A;DFS;0,09;0,4;543;0,30
TCGA_BRCA;METTL26;Luminal-B;OS;0,39;-0,3;201;0,56
TCGA_BRCA;METTL26;Luminal-B;DFS;0,39;-0,3;201;0,56
TCGA_BRCA;METTL26;HER2-enriched;OS;0,71;-0,2;82;0,79
TCGA_BRCA;METTL26;HER2-enriched;DFS;0,99;0;82;0,99
TCGA_BRCA;METTL26;Basal-like;OS;0,08;-0,7;189;0,30
TCGA_BRCA;METTL26;Basal-like;DFS;0,12;-0,5;189;0,30
TCGA_BRCA;DOT1L;All-tumours;OS;0,01;-0,4;1074;0,05
TCGA_BRCA;DOT1L;All-tumours;DFS;0,01;-0,4;1074;0,05
TCGA_BRCA;DOT1L;Luminal-A;OS;0,36;-0,2;543;0,60
TCGA_BRCA;DOT1L;Luminal-A;DFS;0,22;-0,3;543;0,44
TCGA_BRCA;DOT1L;Luminal-B;OS;0,55;-0,2;201;0,69
TCGA_BRCA;DOT1L;Luminal-B;DFS;0,98;0;201;0,98
TCGA_BRCA;DOT1L;HER2-enriched;OS;0,44;-0,4;82;0,63
TCGA_BRCA;DOT1L;HER2-enriched;DFS;0,7;-0,2;82;0,78
TCGA_BRCA;DOT1L;Basal-like;OS;0,08;-0,7;189;0,20
TCGA_BRCA;DOT1L;Basal-like;DFS;0,03;-0,7;189;0,10
TCGA_BRCA;L3MBTL3;All-tumours;OS;0,58;-0,1;1074;0,71
TCGA_BRCA;L3MBTL3;All-tumours;DFS;0,34;-0,1;1074;0,71
TCGA_BRCA;L3MBTL3;Luminal-A;OS;0,49;-0,2;543;0,71
TCGA_BRCA;L3MBTL3;Luminal-A;DFS;0,38;-0,2;543;0,71
TCGA_BRCA;L3MBTL3;Luminal-B;OS;0,5;-0,2;201;0,71
TCGA_BRCA;L3MBTL3;Luminal-B;DFS;0,64;-0,2;201;0,71
TCGA_BRCA;L3MBTL3;HER2-enriched;OS;0,71;0,2;82;0,71
TCGA_BRCA;L3MBTL3;HER2-enriched;DFS;0,47;0,3;82;0,71
TCGA_BRCA;L3MBTL3;Basal-like;OS;0,38;-0,3;189;0,71
TCGA_BRCA;L3MBTL3;Basal-like;DFS;0,08;-0,6;189;0,71
TCGA_BRCA;TNRC18;All-tumours;OS;0,34;0,2;1074;0,98
TCGA_BRCA;TNRC18;All-tumours;DFS;0,56;0,1;1074;0,98
TCGA_BRCA;TNRC18;Luminal-A;OS;0,94;0;543;0,99
TCGA_BRCA;TNRC18;Luminal-A;DFS;0,54;-0,1;543;0,98
TCGA_BRCA;TNRC18;Luminal-B;OS;0,59;0,2;201;0,98
TCGA_BRCA;TNRC18;Luminal-B;DFS;0,3;0,3;201;0,98
TCGA_BRCA;TNRC18;HER2-enriched;OS;0,28;-0,6;82;0,98
TCGA_BRCA;TNRC18;HER2-enriched;DFS;0,74;-0,2;82;0,99
TCGA_BRCA;TNRC18;Basal-like;OS;0,92;0;189;0,99
TCGA_BRCA;TNRC18;Basal-like;DFS;0,99;0;189;0,99
TCGA_BRCA;GLYR1;All-tumours;OS;0,67;-0,1;1074;0,89
TCGA_BRCA;GLYR1;All-tumours;DFS;0,69;-0,1;1074;0,89
TCGA_BRCA;GLYR1;Luminal-A;OS;0,43;-0,2;543;0,89
TCGA_BRCA;GLYR1;Luminal-A;DFS;0,17;-0,3;543;0,89
TCGA_BRCA;GLYR1;Luminal-B;OS;0,94;0;201;0,96
TCGA_BRCA;GLYR1;Luminal-B;DFS;0,56;0,2;201;0,89
TCGA_BRCA;GLYR1;HER2-enriched;OS;0,71;0,2;82;0,89
TCGA_BRCA;GLYR1;HER2-enriched;DFS;0,3;0,5;82;0,89
TCGA_BRCA;GLYR1;Basal-like;OS;0,96;0;189;0,96
TCGA_BRCA;GLYR1;Basal-like;DFS;0,44;-0,3;189;0,89
TCGA_BRCA;HDGFL2;All-tumours;OS;0,85;0;1074;0,97
TCGA_BRCA;HDGFL2;All-tumours;DFS;0,97;0;1074;0,97
TCGA_BRCA;HDGFL2;Luminal-A;OS;0,29;0,3;543;0,97
TCGA_BRCA;HDGFL2;Luminal-A;DFS;0,92;0;543;0,97
TCGA_BRCA;HDGFL2;Luminal-B;OS;0,96;0;201;0,97
TCGA_BRCA;HDGFL2;Luminal-B;DFS;0,65;0,2;201;0,97
TCGA_BRCA;HDGFL2;HER2-enriched;OS;0,7;0,2;82;0,97
TCGA_BRCA;HDGFL2;HER2-enriched;DFS;0,71;0,2;82;0,97
TCGA_BRCA;HDGFL2;Basal-like;OS;0,51;-0,2;189;0,97
TCGA_BRCA;HDGFL2;Basal-like;DFS;0,95;0;189;0,97
TCGA_BRCA;CBX2;All-tumours;OS;0,04;-0,3;1074;0,40
TCGA_BRCA;CBX2;All-tumours;DFS;0,18;-0,2;1074;0,90
TCGA_BRCA;CBX2;Luminal-A;OS;0,75;-0,1;543;0,90
TCGA_BRCA;CBX2;Luminal-A;DFS;0,85;0;543;0,90
TCGA_BRCA;CBX2;Luminal-B;OS;0,43;-0,3;201;0,90
TCGA_BRCA;CBX2;Luminal-B;DFS;0,9;0;201;0,90
TCGA_BRCA;CBX2;HER2-enriched;OS;0,52;0,3;82;0,90
TCGA_BRCA;CBX2;HER2-enriched;DFS;0,61;0,2;82;0,90
TCGA_BRCA;CBX2;Basal-like;OS;0,89;-0,1;189;0,90
TCGA_BRCA;CBX2;Basal-like;DFS;0,65;-0,2;189;0,90
TCGA_BRCA;KMT5C;All-tumours;OS;0,81;0;1074;0,94
TCGA_BRCA;KMT5C;All-tumours;DFS;0,68;0,1;1074;0,94
TCGA_BRCA;KMT5C;Luminal-A;OS;0,85;0;543;0,94
TCGA_BRCA;KMT5C;Luminal-A;DFS;0,75;0,1;543;0,94
TCGA_BRCA;KMT5C;Luminal-B;OS;0,78;0,1;201;0,94
TCGA_BRCA;KMT5C;Luminal-B;DFS;0,65;0,1;201;0,94
TCGA_BRCA;KMT5C;HER2-enriched;OS;0,94;0;82;0,94
TCGA_BRCA;KMT5C;HER2-enriched;DFS;0,77;-0,1;82;0,94
TCGA_BRCA;KMT5C;Basal-like;OS;0,57;0,2;189;0,94
TCGA_BRCA;KMT5C;Basal-like;DFS;0,8;0,1;189;0,94
TCGA_BRCA;ZFYVE19;All-tumours;OS;0,18;-0,2;1074;0,60
TCGA_BRCA;ZFYVE19;All-tumours;DFS;0,59;-0,1;1074;0,64
TCGA_BRCA;ZFYVE19;Luminal-A;OS;0,35;-0,2;543;0,60
TCGA_BRCA;ZFYVE19;Luminal-A;DFS;0,36;-0,2;543;0,60
TCGA_BRCA;ZFYVE19;Luminal-B;OS;0,35;0,3;201;0,60
TCGA_BRCA;ZFYVE19;Luminal-B;DFS;0,2;0,4;201;0,60
TCGA_BRCA;ZFYVE19;HER2-enriched;OS;0,53;-0,3;82;0,64
TCGA_BRCA;ZFYVE19;HER2-enriched;DFS;0,64;0,2;82;0,64
TCGA_BRCA;ZFYVE19;Basal-like;OS;0,07;-0,7;189;0,60
TCGA_BRCA;ZFYVE19;Basal-like;DFS;0,46;-0,2;189;0,64
TCGA_BRCA;CORO6;All-tumours;OS;0,37;0,1;1074;0,93
TCGA_BRCA;CORO6;All-tumours;DFS;0,94;0;1074;0,94
TCGA_BRCA;CORO6;Luminal-A;OS;0,58;0,1;543;0,93
TCGA_BRCA;CORO6;Luminal-A;DFS;0,59;-0,1;543;0,93
TCGA_BRCA;CORO6;Luminal-B;OS;0,76;0,1;201;0,94
TCGA_BRCA;CORO6;Luminal-B;DFS;0,65;0,1;201;0,93
TCGA_BRCA;CORO6;HER2-enriched;OS;0,11;0,8;82;0,93
TCGA_BRCA;CORO6;HER2-enriched;DFS;0,31;0,5;82;0,93
TCGA_BRCA;CORO6;Basal-like;OS;0,49;-0,3;189;0,93
TCGA_BRCA;CORO6;Basal-like;DFS;0,94;0;189;0,94
TCGA_BRCA;FAM86B1;All-tumours;OS;0,13;0,3;1074;1,00
TCGA_BRCA;FAM86B1;All-tumours;DFS;0,32;0,1;1074;1,00
TCGA_BRCA;FAM86B1;Luminal-A;OS;1;0;543;1,00
TCGA_BRCA;FAM86B1;Luminal-A;DFS;0,79;-0,1;543;1,00
TCGA_BRCA;FAM86B1;Luminal-B;OS;0,54;0,2;201;1,00
TCGA_BRCA;FAM86B1;Luminal-B;DFS;0,64;0,2;201;1,00
TCGA_BRCA;FAM86B1;HER2-enriched;OS;0,97;0;82;1,00
TCGA_BRCA;FAM86B1;HER2-enriched;DFS;0,6;-0,2;82;1,00
TCGA_BRCA;FAM86B1;Basal-like;OS;0,94;0;189;1,00
TCGA_BRCA;FAM86B1;Basal-like;DFS;0,83;-0,1;189;1,00
TCGA_BRCA;FGD3;All-tumours;OS;0,01;0,4;1074;0,05
TCGA_BRCA;FGD3;All-tumours;DFS;0,01;0,4;1074;0,05
TCGA_BRCA;FGD3;Luminal-A;OS;0,49;0,2;543;0,93
TCGA_BRCA;FGD3;Luminal-A;DFS;0,84;0;543;0,93
TCGA_BRCA;FGD3;Luminal-B;OS;0,64;-0,2;201;0,93
TCGA_BRCA;FGD3;Luminal-B;DFS;0,99;0;201;0,99
TCGA_BRCA;FGD3;HER2-enriched;OS;0,84;0,1;82;0,93
TCGA_BRCA;FGD3;HER2-enriched;DFS;0,8;0,1;82;0,93
TCGA_BRCA;FGD3;Basal-like;OS;0,34;0,4;189;0,85
TCGA_BRCA;FGD3;Basal-like;DFS;0,07;0,6;189;0,23
TCGA_BRCA;ATG16L2;All-tumours;OS;0,04;0,3;1074;0,10
TCGA_BRCA;ATG16L2;All-tumours;DFS;0,05;0,3;1074;0,10
TCGA_BRCA;ATG16L2;Luminal-A;OS;0,28;0,3;543;0,35
TCGA_BRCA;ATG16L2;Luminal-A;DFS;0,6;0,1;543;0,60
TCGA_BRCA;ATG16L2;Luminal-B;OS;0,02;0,9;201;0,07
TCGA_BRCA;ATG16L2;Luminal-B;DFS;0,02;0,7;201;0,07
TCGA_BRCA;ATG16L2;HER2-enriched;OS;0,2;0,7;82;0,29
TCGA_BRCA;ATG16L2;HER2-enriched;DFS;0,02;1,1;82;0,07
TCGA_BRCA;ATG16L2;Basal-like;OS;0,06;-0,8;189;0,10
TCGA_BRCA;ATG16L2;Basal-like;DFS;0,35;-0,3;189;0,39
TCGA_BRCA;TBL1Y;All-tumours;OS;0,97;0;1074;0,99
TCGA_BRCA;TBL1Y;All-tumours;DFS;0,86;0,1;1074;0,99
TCGA_BRCA;TBL1Y;Luminal-A;OS;0,84;0,1;543;0,99
TCGA_BRCA;TBL1Y;Luminal-A;DFS;0,87;0,1;543;0,99
TCGA_BRCA;TBL1Y;Luminal-B;OS;0,64;-0,5;201;0,99
TCGA_BRCA;TBL1Y;Luminal-B;DFS;0,99;0;201;0,99
TCGA_BRCA;TBL1Y;HER2-enriched;OS;0,01;-2,4;82;0,05
TCGA_BRCA;TBL1Y;HER2-enriched;DFS;0;;82;0,00
TCGA_BRCA;TBL1Y;Basal-like;OS;0,91;0,1;189;0,99
